"#","Event code","Title","ELIXIR Node","Start date","End date","Duration","Event type","Funding","Organising Institution/s","Location (city, country)","EXCELERATE subtask","Target audience","Additional ELIXIR Platforms involved","ELIXIR Communities involved","Number of participants","Number of trainers/ facilitators","Url to event page/ agenda","Main organiser"
"962","6034","Computational Proteomics Workshop - DGMS2018","ELIXIR-DE","11.03.2018","11.03.2018","1.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","Ruhr University Bochum","Germany","","Academia/ Research Institution","NA","Proteomics","17","2","https://www.denbi.de/training-archive-sorted-according-by-date/2018/98-computational-proteomics-workshop-dgms-2018","ELIXIR-DE"
"963","6035","SeqAn Developer Retreat","ELIXIR-DE","11.03.2018","17.03.2018","7.00 Days","Knowledge exchange workshop","Non-ELIXIR/ Non-EXCELERATE funds","Forschungszentrum Jülich","Spain","","Academia/ Research Institution","NA","NA","15","2","https://www.denbi.de/training-archive-sorted-according-by-date/2018/99-seqan-developer-retreat-2018","ELIXIR-DE"
"964","6821","ENA sequence retrieval","ELIXIR-EMBL-EBI","10.03.2018","10.03.2018","1.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","EMBL-EBI","United Kingdom","","Academia/ Research Institution","NA","NA","10","2","https://www.ebi.ac.uk/training/events/2018/ena-sequence-retrieval","ELIXIR-UK"
"965","6033","Bioinformatics with KNIME / Integration of tools using GKN","ELIXIR-DE","09.03.2018","09.03.2018","1.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Konstanz","Germany","","Academia/ Research Institution","NA","NA","10","4","https://www.denbi.de/training-archive-sorted-according-by-date/2018/97-analysis-of-mass-spectrometry-and-sequence-data-with-knime-knime-spring-summit","ELIXIR-DE"
"966","6032","Getting Started with the de.NBI-Cloud","ELIXIR-DE","08.03.2018","08.03.2018","1.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","Bielefeld University","Germany","","Academia/ Research Institution","NA","NA","8","3","https://www.denbi.de/training-archive-sorted-according-by-date/2018/95-getting-started-with-the-de-nbi-cloud","ELIXIR-DE"
"967","6031","Applied Metaproteomics Workshop 2018","ELIXIR-DE","07.03.2018","11.03.2018","5.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Magdeburg","Germany","","Academia/ Research Institution","NA","Proteomics","9","3","https://www.denbi.de/training-archive-sorted-according-by-date/2018/94-applied-metaproteomics-workshop-2018","ELIXIR-DE"
"968","6030","Introduction to RNA-Seq data analysis with Galaxy","ELIXIR-DE","07.03.2018","07.03.2018","1.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Rostock","Germany","","Academia/ Research Institution","NA","Galaxy","11","2","https://www.denbi.de/training-archive-sorted-according-by-date/2018/93-introduction-to-rna-seq-data-analysis-with-galaxy","ELIXIR-DE"
"969","5764","Introduction to Tidyverse ","ELIXIR-BE","07.03.2018","07.03.2018","1.00 Days","Training - face to face","ELIXIR Node, Non-ELIXIR/ Non-EXCELERATE funds","VIB","Belgium","","Academia/ Research Institution, Industry, Non-Profit Organisation, Healthcare","NA","NA","12","1","https://github.com/orchid00/tidyverse_intro","ELIXIR-BE"
"970","6029","Introduction to genome-wide association studies (GWAS)","ELIXIR-DE","06.03.2018","06.03.2018","1.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Kiel","Germany","","Academia/ Research Institution","NA","Human Data","9","2","https://www.denbi.de/training-archive-sorted-according-by-date/2018/89-introduction-to-genome-wide-association-studies-gwas","ELIXIR-DE"
"971","6261","Computational PANGenomics","ELIXIR-PT","06.03.2018","09.03.2018","4.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","Instituto Gulbenkian de Ciência / BioData.pt","Portugal","","Academia/ Research Institution, Industry, Non-Profit Organisation, Healthcare","NA","NA","20","2","http://gtpb.igc.gulbenkian.pt/bicourses/2018/CPANG18/index.html","ELIXIR-PT"
"972","6027","de.NBI Winter School on Metabolomics 2018","ELIXIR-DE","05.03.2018","09.03.2018","5.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","IPB Halle","Germany","","Academia/ Research Institution","NA","Metabolomics","29","12","https://www.denbi.de/training-archive-sorted-according-by-date/2018/87-de-nbi-winter-school-on-computational-metabolomics","ELIXIR-DE"
"973","6028","Eukaryote genome annotation","ELIXIR-DE","05.03.2018","05.03.2018","1.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Kiel","Germany","","Academia/ Research Institution","NA","NA","13","2","https://www.denbi.de/training-archive-sorted-according-by-date/2018/88-eukaryote-genome-annotation","ELIXIR-DE"
"974","5848","Remake workshop: Make-like declarative workflows in R","ELIXIR-CH","05.03.2018","05.03.2018","1.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","SIB Swiss Institute of Bioinformatics","Switzerland","","Academia/ Research Institution, Industry, Healthcare, Non-Profit Organisation","NA","NA","27","1","https://www.sib.swiss/training/course/2018-03-remake","ELIXIR-CH"
"975","5763","Introduction to Tidyverse ","ELIXIR-BE","05.03.2018","05.03.2018","1.00 Days","Training - face to face","ELIXIR Node, Non-ELIXIR/ Non-EXCELERATE funds","VIB","Belgium","","Academia/ Research Institution, Industry, Non-Profit Organisation, Healthcare","NA","NA","13","1","https://github.com/orchid00/tidyverse_intro","ELIXIR-BE"
"976","6132","Multi-omic Integrative Analysis of Gene Expression","ELIXIR-ES","05.03.2018","08.03.2018","4.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","Centro de Investigación Príncipe Felipe","Spain","","Academia/ Research Institution, Non-Profit Organisation, Healthcare","NA","NA","25","8","http://conesalab.org/?page_id=1890","ELIXIR-ES"
"977","6519","Environmental Genomics and Metabolomics","ELIXIR-UK","04.03.2018","09.03.2018","6.00 Days","Training - elearning","Non-ELIXIR/ Non-EXCELERATE funds","Birmingham Metabolomics Training Centre University of Birmingham","Online","","Academia/ Research Institution","NA","NA","48","8","https://www.birmingham.ac.uk/facilities/metabolomics-training-centre/course-list.aspx","ELIXIR-UK"
"978","5847","High Performance Computing (HPC) in Life Sciences: Vital-IT Infrastructure Training","ELIXIR-CH","01.03.2018","01.03.2018","1.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","SIB Swiss Institute of Bioinformatics","Switzerland","","Academia/ Research Institution, Industry, Healthcare, Non-Profit Organisation","NA","NA","12","3","https://www.sib.swiss/training/course/2018-03-hpc-training","ELIXIR-CH"
"979","6518","Basic statistics and data handling","ELIXIR-UK","28.02.2018","02.03.2018","3.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Cambridge","United Kingdom","","Academia/ Research Institution","NA","NA","36","4","https://training.csx.cam.ac.uk/bioinformatics/event/2235484","ELIXIR-UK"
"980","6026","Protein Bioinformatics Course","ELIXIR-DE","26.02.2018","28.02.2018","3.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","EMBL","Germany","","Academia/ Research Institution","NA","Proteomics","11","2","https://www.denbi.de/training-archive-sorted-according-by-date/2018/86-protein-bioinformatics-course-for-beginners-2018","ELIXIR-DE"
"981","6025","5th Galaxy high-throughput sequencing (HTS) data
analysis workshop","ELIXIR-DE","26.02.2018","02.03.2018","5.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Freiburg","Germany","","Academia/ Research Institution","NA","Galaxy","28","6","https://www.denbi.de/training-archive-sorted-according-by-date/2018/85-5th-galaxy-high-throughput-sequencing-hts-data-analysis-workshop","ELIXIR-DE"
"982","5846","Python for Life Scientists","ELIXIR-CH","26.02.2018","28.02.2018","3.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","SIB Swiss Institute of Bioinformatics","Switzerland","","Academia/ Research Institution, Industry, Healthcare, Non-Profit Organisation","NA","NA","30","2","https://www.sib.swiss/training/course/ZuriPy2018","ELIXIR-CH"
"983","6517","Advanced ChIP-seq data analysis","ELIXIR-UK","22.02.2018","23.02.2018","2.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Cambridge","United Kingdom","","Academia/ Research Institution","NA","NA","25","4","https://training.csx.cam.ac.uk/bioinformatics/event/2425125","ELIXIR-UK"
"984","6206","Software Carpentry Python","ELIXIR-IT","22.02.2018","23.02.2018","2.00 Days","Training - face to face","ELIXIR Node, Non-ELIXIR/ Non-EXCELERATE funds","CNR, Software Carpentry","Italy","","Academia/ Research Institution","NA","NA","24","3","https://elixir-iib-training.github.io/2018-02-22-milan/","ELIXIR-IT"
"985","5762","Introduction to Tidyverse ","ELIXIR-BE","21.02.2018","21.02.2018","1.00 Days","Training - face to face","ELIXIR Node, Non-ELIXIR/ Non-EXCELERATE funds","VIB","Belgium","","Academia/ Research Institution, Industry, Non-Profit Organisation, Healthcare","NA","NA","33","2","https://github.com/SWittouck/tidyverse_workshop","ELIXIR-BE"
"986","6516","An Introduction to Solving Biological Problems with R","ELIXIR-UK","20.02.2018","21.02.2018","2.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Cambridge","United Kingdom","","Academia/ Research Institution","NA","NA","44","2","https://training.csx.cam.ac.uk/bioinformatics/event/2383057","ELIXIR-UK"
"987","6024","Single Cell RNA-seq processing and imputation","ELIXIR-DE","20.02.2018","20.02.2018","1.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","MDC Berlin","Germany","","Academia/ Research Institution","NA","Human Data","23","2","https://www.denbi.de/training-archive-sorted-according-by-date/2018/84-single-cell-rna-seq-processing-and-imputation-tutorial","ELIXIR-DE"
"988","6515","Introduction to Python for Biologists","ELIXIR-UK","19.02.2018","23.02.2018","5.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","Edingburgh Genomics University of Edingburgh","United Kingdom","","Academia/ Research Institution","NA","NA","17","1","https://genomics.ed.ac.uk/services/training","ELIXIR-UK"
"989","6260","Entry Level Bioinformatics","ELIXIR-PT","19.02.2018","23.02.2018","5.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","Instituto Gulbenkian de Ciência / BioData.pt","Portugal","","Academia/ Research Institution, Industry, Non-Profit Organisation, Healthcare","NA","NA","12","3","http://gtpb.igc.gulbenkian.pt/bicourses/2018/ELB18F/","ELIXIR-PT"
"990","5761","Foundations of R","ELIXIR-BE","19.02.2018","19.02.2018","1.00 Days","Training - face to face","ELIXIR Node, Non-ELIXIR/ Non-EXCELERATE funds","VIB","Belgium","","Academia/ Research Institution, Industry, Non-Profit Organisation, Healthcare","NA","NA","17","1","https://orchid00.github.io/Rfoundation.html","ELIXIR-BE"
"991","6216","R tidyverse course","ELIXIR-LU","19.02.2018","22.02.2018","4.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Luxembourg","Luxembourg","","Academia/ Research Institution","NA","NA","24","3","https://rworkshop.uni.lu","ELIXIR-LU"
"992","5845","Intermediate stats: data analysis in practice","ELIXIR-CH","15.02.2018","16.02.2018","2.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","SIB Swiss Institute of Bioinformatics","Switzerland","","Academia/ Research Institution, Industry, Healthcare, Non-Profit Organisation","NA","NA","30","2","https://www.sib.swiss/training/course/2018-02-intermediate-stats","ELIXIR-CH"
"993","5844","First Steps with UNIX in Life Sciences","ELIXIR-CH","14.02.2018","14.02.2018","1.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","SIB Swiss Institute of Bioinformatics","Switzerland","","Academia/ Research Institution, Industry, Healthcare, Non-Profit Organisation","NA","NA","23","2","https://www.sib.swiss/training/course/2018-02-unix","ELIXIR-CH"
"994","5842","Introduction to high-performance computing (sciCORE cluster)","ELIXIR-CH","14.02.2018","14.02.2018","1.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","SIB Swiss Institute of Bioinformatics","Switzerland","","Academia/ Research Institution","NA","NA","21","1","https://www.sib.swiss/training/course/sciCORE-LinuxHPC-Feb2018","ELIXIR-CH"
"995","5843","Workshop on Computational Biology at biology'18","ELIXIR-CH","14.02.2018","14.02.2018","1.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","SIB Swiss Institute of Bioinformatics","Switzerland","","Academia/ Research Institution, Industry, Healthcare, Non-Profit Organisation","NA","NA","43","4","https://www.dropbox.com/s/4d5bh0pv1svur9l/biology18_booklet.pdf?dl=0","ELIXIR-CH"
"996","6307","Introductory Linux Tutorial for Life Sciences 3","ELIXIR-SE, ELIXIR-SI","13.02.2018","15.02.2018","3.00 Days","Training - blended","EXCELERATE, Non-ELIXIR/ Non-EXCELERATE funds","University of Ljubljana Faculty of Medicine, NBIS","Sweden","WP10, WP11 - eLearning, WP11 - TtR","Academia/ Research Institution","NA","NA","61","12","https://elixir.mf.uni-lj.si/enrol/index.php?id=29","ELIXIR-SE"
"997","6285","Introduction to Bioinformatics usign NGS data","ELIXIR-SE","12.02.2018","16.02.2018","5.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","NBIS, SciLifeLab","Sweden","","Academia/ Research Institution","NA","NA","25","16","https://www.scilifelab.se/events/ngsdatavt18ua/","ELIXIR-SE"
"998","5841","Mass-Spectrometry based Proteomics II: Quantification and Post-Translational Modifications","ELIXIR-CH","09.02.2018","09.02.2018","1.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","SIB Swiss Institute of Bioinformatics","Switzerland","","Academia/ Research Institution, Industry, Healthcare, Non-Profit Organisation","NA","NA","27","3","https://www.sib.swiss/training/course/2018-02-MS2","ELIXIR-CH"
"999","6312","Think Tank Hackathon","ELIXIR-SI","06.02.2018","07.02.2018","2.00 Days","Hackathon","Non-ELIXIR/ Non-EXCELERATE funds","University of Ljubljana Faculty of Medicine","Slovenia","WP10, WP11 - eLearning","Academia/ Research Institution","NA","NA","8","4","https://elixir.mf.uni-lj.si/enrol/index.php?id=31","ELIXIR-SI"
"1000","5840","NGS - Genome variant analysis","ELIXIR-CH","06.02.2018","07.02.2018","2.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","SIB Swiss Institute of Bioinformatics","Switzerland","","Academia/ Research Institution, Industry, Healthcare, Non-Profit Organisation","NA","NA","24","2","https://www.sib.swiss/training/course/2018-02-NGS2","ELIXIR-CH"
"1001","5839","Mass Spectrometry-based Proteomics I: Protein Identification","ELIXIR-CH","02.02.2018","02.02.2018","1.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","SIB Swiss Institute of Bioinformatics","Switzerland","","Academia/ Research Institution, Industry, Healthcare, Non-Profit Organisation","NA","NA","28","3","https://www.sib.swiss/training/course/2018-02-MS1","ELIXIR-CH"
"1002","6187","RNA-Sequencing data analysis using the Galaxy platform","ELIXIR-HU","01.02.2018","02.02.2018","2.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Debrecen","Hungary","","Academia/ Research Institution","NA","NA","22","1","https://www.dropbox.com/s/xbzblultyg36sfv/EFOP_Galaxy_Practical_20180206.pdf?dl=0","ELIXIR-HU"
"1003","6514","Introduction to Metabolomics for the Environmental Scientist","ELIXIR-UK","30.01.2018","31.01.2018","2.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","Birmingham Metabolomics Training Centre University of Birmingham","United Kingdom","","Academia/ Research Institution","NA","NA","8","3","https://www.birmingham.ac.uk/facilities/metabolomics-training-centre/course-list.aspx","ELIXIR-UK"
"1004","6023","Introductory Command Line Course","ELIXIR-DE","30.01.2018","31.01.2018","2.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","EMBL","Germany","","Academia/ Research Institution","NA","NA","28","3","https://www.denbi.de/training-archive-sorted-according-by-date/2018/83-introduction-to-command-line-computing","ELIXIR-DE"
